manufacturer,model,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage_int,mileage,engine_cc,max_power_bhp,torque,seats
Toyota,Innova,Toyota Innova,2013,750000,79328,Diesel,Dealer,Manual,Second Owner,13,12.99 kmpl,2494,101,200Nm@ 1200-3600rpm,7
Maruti,Swift,Maruti Swift,2019,650000,5621,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Toyota,Etios,Toyota Etios,2017,625000,25538,Petrol,Dealer,Manual,First Owner,17,16.78 kmpl,1496,89,132Nm@ 3000rpm,5
Maruti,Swift,Maruti Swift,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24,24.0 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
BMW,X4 M Sport X xDrive20d,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,17,16.78 kmpl,1995,190,400Nm@ 1750-2500rpm,5
Honda,Amaze,Honda Amaze,2019,779000,7032,Petrol,Dealer,Automatic,First Owner,19,19.0 kmpl,1199,89,110Nm@ 4800rpm,5
Skoda,Rapid,Skoda Rapid,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14,14.3 kmpl,1598,104,153Nm@ 3800rpm,5
Volvo,V40 D3,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,17,16.8 kmpl,1984,150,350Nm@ 1500-2750rpm,5
Hyundai,Verna,Hyundai Verna,2017,990000,20000,Petrol,Individual,Automatic,First Owner,17,17.0 kmpl,1591,121,151Nm@ 4850rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2012,370000,68000,Diesel,Individual,Manual,First Owner,23,23.4 kmpl,1248,74,190Nm@ 2000rpm,5
Chevrolet,Sail,Chevrolet Sail,2014,300000,60175,Petrol,Individual,Manual,First Owner,18,18.2 kmpl,1199,83,108.5Nm@ 5000rpm,5
Hyundai,EON,Hyundai EON,2012,250000,25000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Ford,Figo,Ford Figo,2017,700000,49957,Diesel,Dealer,Manual,First Owner,26,25.83 kmpl,1498,99,215Nm@ 1750-3000rpm,5
Ford,Figo,Ford Figo,2017,600000,43235,Diesel,Dealer,Manual,First Owner,24,24.29 kmpl,1498,99,215Nm@ 1750-3000rpm,5
Ford,EcoSport,Ford EcoSport,2018,925000,50699,Diesel,Dealer,Manual,First Owner,23,22.77 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Hyundai,i20 Active,Hyundai i20 Active,2016,700000,111000,Diesel,Individual,Manual,Second Owner,21,21.19 kmpl,1396,89,220Nm@ 1500-2750rpm,5
Maruti,Beno,Maruti Beno,2018,700000,48000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,998,101,150Nm@ 1700-4500rpm,5
Tata,Sumo,Tata Sumo,2015,434999,80000,Diesel,Individual,Manual,First Owner,15,15.3 kmpl,2956,84,250Nm@ 1000-2000rpm,7
Ford,Figo,Ford Figo,2017,400000,100000,Petrol,Individual,Manual,First Owner,18,18.16 kmpl,1196,87,112Nm@ 4000rpm,5
Ford,Figo,Ford Figo,2011,180000,90000,Diesel,Individual,Manual,Third Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2015,600000,50000,Diesel,Individual,Manual,First Owner,27,26.59 kmpl,1248,74,190Nm@ 2000rpm,5
Toyota,Etios,Toyota Etios,2014,320000,90000,Diesel,Individual,Manual,Third Owner,24,23.59 kmpl,1364,67,170Nm@ 1800-2400rpm,5
Toyota,Innova Crysta,Toyota Innova Crysta,2016,1689999,120000,Diesel,Individual,Manual,First Owner,14,13.68 kmpl,2393,148,343Nm@ 1400-2800rpm,8
Volkswagen,Vento,Volkswagen Vento,2011,250000,140000,Petrol,Individual,Automatic,Second Owner,14,14.4 kmpl,1598,104,153Nm@ 3800rpm,5
Tata,Tigor,Tata Tigor,2019,650000,20000,Petrol,Individual,Manual,First Owner,20,20.3 kmpl,1199,84,114Nm@ 3500rpm,5
Toyota,Corolla Altis,Toyota Corolla Altis,2009,340000,82000,Petrol,Individual,Manual,Second Owner,15,14.53 kmpl,1798,138,173Nm@ 4000rpm,5
Maruti,Vitara Brezza,Maruti Vitara Brezza,2017,869999,40000,Diesel,Individual,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Ertiga,Maruti Ertiga,2017,795000,120000,Diesel,Individual,Manual,First Owner,25,24.52 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Vitara Brezza,Maruti Vitara Brezza,2017,869999,60000,Diesel,Individual,Manual,First Owner,24,24.3 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Ritz,Maruti Ritz,2010,200000,70000,Diesel,Individual,Manual,Second Owner,21,21.1 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Verna,Hyundai Verna,2017,800000,45500,Diesel,Individual,Manual,Second Owner,24,23.9 kmpl,1582,126,259.9Nm@ 1900-2750rpm,5
Toyota,Innova,Toyota Innova,2014,1100000,120000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,8
Maruti,Ertiga,Maruti Ertiga,2013,500000,92000,Diesel,Individual,Manual,Third Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Swift,Maruti Swift,2014,700000,141000,Diesel,Individual,Manual,Fourth & Above Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Toyota,Innova Crysta,Toyota Innova Crysta,2016,1516000,120000,Diesel,Individual,Automatic,First Owner,11,11.36 kmpl,2755,172,360Nm@ 1200-3400rpm,7
Datsun,RediGO,Datsun RediGO,2016,200000,35000,Petrol,Individual,Manual,First Owner,23,22.7 kmpl,799,54,72Nm@ 4386rpm,5
Honda,Amaze,Honda Amaze,2015,450000,50000,Petrol,Individual,Manual,First Owner,18,17.8 kmpl,1198,87,109Nm@ 4500rpm,5
Tata,Nexon Revotron,Tata Nexon Revotron,2018,850000,9500,Diesel,Individual,Manual,First Owner,22,21.5 kmpl,1497,109,260Nm@ 1500-2750rpm,5
Maruti,Eeco,Maruti Eeco,2019,359000,5500,Petrol,Individual,Manual,First Owner,15,15.37 kmpl,1196,73,101Nm@ 3000rpm,7
Renault,KWID,Renault KWID,2017,320000,28000,Petrol,Individual,Manual,First Owner,25,25.17 kmpl,799,53,72Nm@ 4386rpm,5
Tata,Indica,Tata Indica,2009,110000,113000,Petrol,Individual,Manual,First Owner,15,15.3 kmpl,1193,65,102Nm@ 2600rpm,5
Tata,Manza,Tata Manza,2010,169000,100000,Petrol,Individual,Manual,Second Owner,15,15.0 kmpl,1368,90,116Nm@ 4750rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2014,400000,50074,Diesel,Individual,Manual,First Owner,24,24.0 kmpl,1120,70,160Nm@ 1500-2750rpm,5
Hyundai,i20 Asta,Hyundai i20 Asta,2014,600000,100000,Diesel,Individual,Manual,Fourth & Above Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Maruti,Eeco,Maruti Eeco,2017,350000,35000,Petrol,Individual,Manual,First Owner,15,15.37 kmpl,1196,73,101Nm@ 3000rpm,7
Ford,EcoSport,Ford EcoSport,2018,990000,60000,Diesel,Individual,Manual,First Owner,23,23.0 kmpl,1498,99,205Nm@ 1750-3250rpm,5
Mercedes-Benz,E-Class,Mercedes-Benz E-Class,2011,1600000,70000,Diesel,Individual,Automatic,First Owner,14,14.21 kmpl,2143,203,500Nm@ 1600-1800rpm,5
Tata,Hexa,Tata Hexa,2017,1400000,70000,Diesel,Individual,Manual,First Owner,18,17.6 kmpl,2179,154,400Nm@ 1750-2500rpm,7
Maruti,Beno,Maruti Beno,2017,745000,10000,Petrol,Individual,Automatic,First Owner,21,21.4 kmpl,1197,83,115Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2015,500000,35000,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Wagon R,Maruti Wagon R,2019,540000,5000,Petrol,Individual,Automatic,First Owner,21,20.52 kmpl,1197,82,113Nm@ 4200rpm,5
Toyota,Innova Crysta,Toyota Innova Crysta,2016,1850000,33000,Diesel,Individual,Manual,First Owner,14,13.68 kmpl,2393,148,343Nm@ 1400-2800rpm,7
Ford,Freestyle,Ford Freestyle,2018,690000,25000,Petrol,Individual,Manual,First Owner,19,19.0 kmpl,1194,95,120Nm@ 4250rpm,5
Maruti,Swift,Maruti Swift,2016,630000,30154,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Xcent,Hyundai Xcent,2018,640000,20000,Petrol,Individual,Manual,First Owner,20,20.14 kmpl,1197,82,113.75nm@ 4000rpm,5
Ford,Endeavour,Ford Endeavour,2016,2100000,85000,Diesel,Individual,Automatic,Second Owner,13,12.62 kmpl,2198,158,385Nm@ 1600-2500rpm,7
Maruti,Swift,Maruti Swift,2016,500000,100000,Petrol,Individual,Manual,First Owner,20,20.4 kmpl,1197,82,113Nm@ 4200rpm,5
Maruti,Alto 800,Maruti Alto 800,2017,310000,54000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Mahindra,TUV 300,Mahindra TUV 300,2015,600000,80000,Diesel,Individual,Manual,First Owner,18,18.49 kmpl,1493,100,240Nm@ 1600-2800rpm,7
Hyundai,Xcent,Hyundai Xcent,2018,620000,70000,Diesel,Individual,Manual,First Owner,25,25.4 kmpl,1186,74,190.25nm@ 1750-2250rpm,5
Maruti,Beno,Maruti Beno,2018,760000,50000,Diesel,Individual,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,Verna,Hyundai Verna,2018,1200000,40000,Diesel,Individual,Manual,First Owner,22,22.0 kmpl,1582,126,259.87nm@ 1500-3000rpm,5
Maruti,Beno,Maruti Beno,2018,760000,50000,Diesel,Individual,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,i10,Hyundai i10,2012,300000,45000,Petrol,Individual,Manual,First Owner,20,20.36 kmpl,1197,79,111.8Nm@ 4000rpm,5
Tata,Tiago Revotorq,Tata Tiago Revotorq,2019,500000,5000,Petrol,Individual,Manual,First Owner,24,23.84 kmpl,1199,84,114Nm@ 3500rpm,5
Chevrolet,Beat,Chevrolet Beat,2012,120000,70000,Petrol,Individual,Manual,Third Owner,19,18.6 kmpl,1199,79,108Nm@ 4400rpm,5
Hyundai,EON,Hyundai EON,2017,350000,26263,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Mahindra,KUV 100,Mahindra KUV 100,2016,350000,100000,Petrol,Individual,Manual,Second Owner,18,18.15 kmpl,1198,82,115Nm@ 3500-3600rpm,5
Toyota,Innova,Toyota Innova,2012,730000,250000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,100,200Nm@ 1400-3400rpm,7
Renault,Duster,Renault Duster,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,20,19.6 kmpl,1461,108,245Nm@ 1750rpm,5
Hyundai,Verna,Hyundai Verna,2013,550000,80000,Diesel,Dealer,Manual,First Owner,25,25.0 kmpl,1493,113,250.06nm@ 1500-2750rpm,5
Maruti,SX4,Maruti SX4,2016,675000,108000,Diesel,Dealer,Manual,First Owner,24,23.65 kmpl,1248,89,200Nm@ 1750rpm,5
Toyota,Innova,Toyota Innova,2015,1400000,170000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,7
Maruti,Swift,Maruti Swift,2017,625000,25000,Petrol,Individual,Manual,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,Creta,Hyundai Creta,2018,1220000,11000,Petrol,Individual,Manual,First Owner,16,15.8 kmpl,1591,121,151Nm@ 4850rpm,5
Ford,Ecosport,Ford Ecosport,2014,550000,105000,Diesel,Dealer,Manual,First Owner,22,21.7 kmpl,1498,99,215Nm@ 1750-2500rpm,5
Maruti,Ritz,Maruti Ritz,2012,320000,40000,Petrol,Individual,Manual,First Owner,19,18.5 kmpl,1197,86,114Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2014,530000,90000,Diesel,Individual,Manual,First Owner,23,22.9 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Alto 800,Maruti Alto 800,2018,300000,30000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Honda,City,Honda City,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17,17.4 kmpl,1497,118,145Nm@ 4600rpm,5
Hyundai,EON,Hyundai EON,2012,190000,65000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Hyundai,Verna,Hyundai Verna,2014,730000,60000,Diesel,Individual,Manual,First Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
Maruti,Swift,Maruti Swift,2015,530000,120000,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Ford,Figo,Ford Figo,2019,530000,9500,Petrol,Individual,Manual,First Owner,18,18.16 kmpl,1196,87,112Nm@ 4000rpm,5
Maruti,Ciaz,Maruti Ciaz,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28,28.09 kmpl,1248,89,200Nm@ 1750rpm,5
Maruti,Alto 800,Maruti Alto 800,2009,130000,60000,Petrol,Individual,Manual,First Owner,20,19.7 kmpl,796,46,62Nm@ 3000rpm,5
Mahindra,TUV 300,Mahindra TUV 300,2017,735000,70000,Diesel,Individual,Manual,First Owner,18,18.49 kmpl,1493,100,240Nm@ 1600-2800rpm,7
BMW,3,BMW 3,2011,1500000,84925,Diesel,Individual,Automatic,First Owner,16,16.07 kmpl,1995,181,380Nm@ 1750-3000rpm,5
Toyota,Innova,Toyota Innova,2012,730000,250000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,100,200Nm@ 1400-3400rpm,7
Renault,Duster,Renault Duster,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,20,19.6 kmpl,1461,108,245Nm@ 1750rpm,5
Hyundai,Verna,Hyundai Verna,2013,550000,80000,Diesel,Dealer,Manual,First Owner,25,25.0 kmpl,1493,113,250.06nm@ 1500-2750rpm,5
Maruti,SX4,Maruti SX4,2016,675000,108000,Diesel,Dealer,Manual,First Owner,24,23.65 kmpl,1248,89,200Nm@ 1750rpm,5
Toyota,Innova,Toyota Innova,2015,1400000,170000,Diesel,Individual,Manual,First Owner,13,12.99 kmpl,2494,101,200Nm@ 1400-3400rpm,7
Maruti,Swift,Maruti Swift,2017,625000,25000,Petrol,Individual,Manual,First Owner,22,22.0 kmpl,1197,82,113Nm@ 4200rpm,5
Hyundai,Creta,Hyundai Creta,2018,1220000,11000,Petrol,Individual,Manual,First Owner,16,15.8 kmpl,1591,121,151Nm@ 4850rpm,5
Ford,Ecosport,Ford Ecosport,2014,550000,105000,Diesel,Dealer,Manual,First Owner,22,21.7 kmpl,1498,99,215Nm@ 1750-2500rpm,5
Maruti,Ritz,Maruti Ritz,2012,320000,40000,Petrol,Individual,Manual,First Owner,19,18.5 kmpl,1197,86,114Nm@ 4000rpm,5
Maruti,Swift,Maruti Swift,2014,530000,90000,Diesel,Individual,Manual,First Owner,23,22.9 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Alto 800,Maruti Alto 800,2018,300000,30000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Honda,City,Honda City,2018,1180000,5500,Petrol,Individual,Manual,First Owner,17,17.4 kmpl,1497,118,145Nm@ 4600rpm,5
Hyundai,EON,Hyundai EON,2012,190000,65000,Petrol,Individual,Manual,First Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Hyundai,Verna,Hyundai Verna,2014,730000,60000,Diesel,Individual,Manual,First Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
Maruti,Swift,Maruti Swift,2015,530000,120000,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Ford,Figo,Ford Figo,2019,530000,9500,Petrol,Individual,Manual,First Owner,18,18.16 kmpl,1196,87,112Nm@ 4000rpm,5
Maruti,Ciaz,Maruti Ciaz,2019,1025000,32000,Diesel,Individual,Manual,First Owner,28,28.09 kmpl,1248,89,200Nm@ 1750rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2017,470000,50000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Tata,Indigo,Tata Indigo,2014,250000,50000,Diesel,Individual,Manual,Second Owner,25,25.0 kmpl,1396,69,140Nm@ 1800-3000rpm,5
Maruti,Ertiga,Maruti Ertiga,2013,430000,90000,Petrol,Individual,Manual,First Owner,16,16.02 kmpl,1373,94,130Nm@ 4000rpm,7
Maruti,Ertiga,Maruti Ertiga,2012,550000,93000,Diesel,Individual,Manual,First Owner,21,20.77 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Swift Dzire,Maruti Swift Dzire,2015,500000,117000,Petrol,Individual,Manual,First Owner,21,20.85 kmpl,1197,83,115Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2016,252000,30000,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Maruti,Alto 800,Maruti Alto 800,2017,270000,35000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Maruti,Wagon R,Maruti Wagon R,2015,350000,46357,Petrol,Individual,Manual,Second Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Ford,Fiesta,Ford Fiesta,2011,240000,80000,Petrol,Individual,Manual,Second Owner,17,16.6 kmpl,1388,68,"16.3@ 2,000(kgm@ rpm)",5
Renault,Lodgy,Renault Lodgy,2016,620000,7000,Diesel,Dealer,Manual,First Owner,21,21.04 kmpl,1461,84,200Nm@ 1900rpm,8
Ford,Figo,Ford Figo,2016,650000,85000,Diesel,Dealer,Manual,First Owner,24,24.4 kmpl,1499,99,215Nm@ 1750-3000rpm,5
Hyundai,Verna,Hyundai Verna,2018,950000,70000,Diesel,Individual,Manual,First Owner,22,22.0 kmpl,1582,126,259.87nm@ 1500-3000rpm,5
Maruti,Swift,Maruti Swift,2017,660000,56000,Diesel,Individual,Manual,First Owner,25,25.2 kmpl,1248,74,190Nm@ 2000rpm,5
Hyundai,i20 Sportz,Hyundai i20 Sportz,2012,360000,90000,Diesel,Individual,Manual,Second Owner,22,21.9 kmpl,1396,89,219.6Nm@ 1750-2750rpm,5
Maruti,Alto 800,Maruti Alto 800,2017,382000,40000,Petrol,Individual,Manual,First Owner,24,23.95 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,i10,Hyundai i10,2011,270000,60000,Petrol,Individual,Manual,Second Owner,20,19.81 kmpl,1086,68,99.04Nm@ 4500rpm,5
Hyundai,i20,Hyundai i20,2015,650000,70000,Diesel,Individual,Manual,First Owner,23,22.54 kmpl,1396,89,219.7Nm@ 1500-2750rpm,5
Ford,Figo,Ford Figo,2011,200000,170000,Diesel,Individual,Manual,Second Owner,20,20.0 kmpl,1399,68,160Nm@ 2000rpm,5
Maruti,Celerio,Maruti Celerio,2015,400000,95000,Diesel,Individual,Manual,First Owner,28,27.62 kmpl,793,47,125Nm@ 2000rpm,5
Maruti,Swift,Maruti Swift,2012,416000,90000,Diesel,Individual,Manual,Second Owner,23,22.9 kmpl,1248,74,190Nm@ 2000rpm,5
Maruti,Beno,Maruti Beno,2018,750000,35000,Diesel,Individual,Manual,First Owner,27,27.39 kmpl,1248,74,190Nm@ 2000rpm,5
Tata,Indica Vista,Tata Indica Vista,2013,190000,120000,Diesel,Individual,Manual,Second Owner,22,22.3 kmpl,1248,74,190Nm@ 1750-3000rpm,5
Maruti,Wagon R,Maruti Wagon R,2013,300000,90000,Petrol,Individual,Manual,Second Owner,19,18.9 kmpl,998,67,90Nm@ 3500rpm,5
Ford,Fiesta,Ford Fiesta,2012,270000,108000,Diesel,Individual,Manual,Second Owner,18,17.8 kmpl,1399,67,160Nm@ 2000rpm,5
Mahindra,Bolero,Mahindra Bolero,2014,600000,70000,Diesel,Individual,Manual,First Owner,16,15.96 kmpl,2523,62,195Nm@ 1400-2200rpm,7
Hyundai,EON,Hyundai EON,2012,195000,35000,Petrol,Individual,Manual,Second Owner,21,21.1 kmpl,814,55,74.5Nm@ 4000rpm,5
Hyundai,i10,Hyundai i10,2012,220000,67000,Petrol,Individual,Manual,Second Owner,20,20.36 kmpl,1197,79,111.7Nm@ 4000rpm,5
Maruti,Alto 800,Maruti Alto 800,2016,320000,46737,Petrol,Individual,Manual,First Owner,23,22.74 kmpl,796,47,69Nm@ 3500rpm,5
Chevrolet,Beat,Chevrolet Beat,2014,240000,30000,Petrol,Individual,Manual,First Owner,19,18.6 kmpl,1199,77,106.5Nm@ 4400rpm,5
Tata,Sumo,Tata Sumo,2014,275000,300000,Diesel,Individual,Manual,First Owner,15,15.3 kmpl,2956,84,250Nm@ 1000-2000rpm,7
Chevrolet,Enjoy,Chevrolet Enjoy,2014,275000,195000,Diesel,Individual,Manual,First Owner,18,18.2 kmpl,1248,74,172.5Nm@ 1750rpm,7
Tata,Indica Vista,Tata Indica Vista,2011,130000,70000,Petrol,Individual,Manual,Second Owner,17,16.5 kmpl,1172,65,96  Nm at 3000  rpm ,5
Hyundai,Verna,Hyundai Verna,2012,450000,200000,Diesel,Individual,Manual,Second Owner,22,22.32 kmpl,1582,126,259.8Nm@ 1900-2750rpm,5
Renault,Duster,Renault Duster,2015,600000,160000,Diesel,Individual,Manual,First Owner,19,19.01 kmpl,1461,108,248Nm@ 2250rpm,5
Maruti,Alto 800,Maruti Alto 800,2018,310000,20000,Petrol,Individual,Manual,First Owner,25,24.7 kmpl,796,47,69Nm@ 3500rpm,5
Maruti,Wagon R,Maruti Wagon R,2018,432000,30000,Petrol,Individual,Manual,First Owner,21,20.51 kmpl,998,67,90Nm@ 3500rpm,5
Tata,Indica Vista,Tata Indica Vista,2012,175000,90000,Diesel,Individual,Manual,Third Owner,19,19.4 kmpl,1405,70,135.4Nm@ 2500rpm,5
Maruti,Ertiga,Maruti Ertiga,2016,770000,100000,Diesel,Individual,Manual,Second Owner,25,24.52 kmpl,1248,89,200Nm@ 1750rpm,7
Maruti,Alto 800,Maruti Alto 800,2011,135000,110048,Petrol,Individual,Manual,Third Owner,21,20.92 kmpl,998,67,90Nm@ 3500rpm,5
Hyundai,Xcent,Hyundai Xcent,2018,680000,26000,Diesel,Individual,Manual,First Owner,25,25.4 kmpl,1186,74,190.24nm@ 1750-2250rpm,5
Renault,Duster,Renault Duster,2017,750000,20171,Diesel,Dealer,Automatic,First Owner,20,19.87 kmpl,1461,109,245Nm@ 1750rpm,5
Honda,Jazz,Honda Jazz,2017,525000,37151,Diesel,Dealer,Manual,First Owner,27,27.3 kmpl,1498,99,200Nm@ 1750rpm,5
Honda,City,Honda City,2015,649000,39000,Petrol,Dealer,Manual,First Owner,17,17.4 kmpl,1497,117,145Nm@ 4600rpm,5
Volkswagen,Polo,Volkswagen Polo,2010,210000,44500,Petrol,Dealer,Manual,First Owner,16,16.47 kmpl,1198,74,110Nm@ 3750rpm,5
Honda,Jazz,Honda Jazz,2016,526000,15000,Petrol,Dealer,Manual,First Owner,19,18.7 kmpl,1199,89,110Nm@ 4800rpm,5
Ford,Ecosport,Ford Ecosport,2016,599000,39000,Petrol,Dealer,Manual,First Owner,16,15.9 kmpl,1496,121,149Nm@ 4500rpm,5
Honda,City,Honda City,2015,500000,58161,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Honda,City,Honda City,2011,325000,40000,Petrol,Dealer,Manual,First Owner,17,17.4 kmpl,1497,118,145Nm@ 4600rpm,5
Honda,City,Honda City,2016,575000,55161,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Honda,Brio,Honda Brio,2012,245000,30000,Petrol,Dealer,Manual,First Owner,19,18.5 kmpl,1198,87,109Nm@ 4500rpm,5
Honda,City,Honda City,2016,625000,55000,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Hyundai,Creta,Hyundai Creta,2018,1175000,14000,Petrol,Dealer,Manual,First Owner,16,15.8 kmpl,1591,121,151Nm@ 4850rpm,5
Honda,City,Honda City,2015,575000,9599,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Hyundai,i20 Asta,Hyundai i20 Asta,2017,600000,35000,Petrol,Dealer,Manual,First Owner,17,17.0 kmpl,1197,80,"11.4 kgm at 4,000 rpm",5
Honda,City,Honda City,2016,750000,16151,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Hyundai,Creta,Hyundai Creta,2016,890000,40000,Petrol,Dealer,Automatic,First Owner,15,14.8 kmpl,1591,121,151NM@ 4850rpm,5
Honda,City,Honda City,2015,600000,28161,Petrol,Dealer,Manual,First Owner,18,17.8 kmpl,1497,117,145Nm@ 4600rpm,5
Chevrolet,Spark,Chevrolet Spark,2010,114999,60000,Petrol,Individual,Manual,Second Owner,18,18.0 kmpl,995,62,90.3Nm@ 4200rpm,5
Chevrolet,Spark,Chevrolet Spark,2010,140000,60000,Petrol,Individual,Manual,Second Owner,18,18.0 kmpl,995,62,90.3Nm@ 4200rpm,5
Mahindra,Scorpio,Mahindra Scorpio,2011,360000,100000,Diesel,Individual,Manual,Fourth & Above Owner,14,13.5 kmpl,2179,115,277.5Nm@ 1700-2200rpm,5
Maruti,Swift Dzire,Maruti Swift Dzire,2017,500000,130000,Petrol,Individual,Manual,Second Owner,19,19.0 kmpl,1197,86,114Nm@ 4000rpm,5
Honda,Amaze,Honda Amaze,2015,409999,60000,Diesel,Individual,Manual,First Owner,26,25.8 kmpl,1498,99,200Nm@ 1750rpm,5
Toyota,Innova,Toyota Innova,2010,425000,200000,Diesel,Individual,Manual,Second Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Nissan,Terrano,Nissan Terrano,2014,450000,82000,Diesel,Individual,Manual,Second Owner,20,20.45 kmpl,1461,84,200Nm@ 1900rpm,5
Hyundai,Grand i10,Hyundai Grand i10,2014,400000,20000,Petrol,Individual,Manual,First Owner,19,18.9 kmpl,1197,82,114Nm@ 4000rpm,5
Maruti,SX4,Maruti SX4,2013,295000,60000,Petrol,Individual,Manual,Third Owner,17,16.51 kmpl,1586,103,145Nm@ 4100rpm,5
Maruti,Ciaz,Maruti Ciaz,2014,560000,90000,Diesel,Individual,Manual,Second Owner,26,26.21 kmpl,1248,89,200Nm@ 1750rpm,5
Toyota,Innova,Toyota Innova,2009,550000,250000,Diesel,Individual,Manual,First Owner,13,12.8 kmpl,2494,102,20.4@ 1400-3400(kgm@ rpm),7
Chevrolet,Spark,Chevrolet Spark,2011,114999,100000,Petrol,Individual,Manual,Second Owner,18,18.0 kmpl,995,62,90.3Nm@ 4200rpm,5
