name,manufacturer,model,year,km_driven,fuel,transmission,owner,mileage_int,cmp,selling_price
Tata Safari,Tata,Safari,2015,110000,Diesel,Manual,First Owner,14,152000,503000
Volvo XC40 D4,Volvo,XC40 D4,2019,20000,Diesel,Automatic,First Owner,18,429000,3800000
Toyota Camry Hybrid,Toyota,Camry Hybrid,2016,68089,Petrol,Automatic,First Owner,19,514800,2000000
Maruti Wagon R,Maruti,Wagon R,2013,58343,Petrol,Manual,First Owner,22,690000,225000
Maruti Beno,Maruti,Beno,2018,38817,Diesel,Manual,First Owner,27,949000,740000
Honda Jazz,Honda,Jazz,2016,56494,Petrol,Manual,First Owner,18,796000,550000
Toyota Innova,Toyota,Innova,2013,79328,Diesel,Manual,Second Owner,13,186300,750000
Maruti Swift,Maruti,Swift,2019,5621,Petrol,Automatic,First Owner,22,591000,650000
Toyota Etios,Toyota,Etios,2017,25538,Petrol,Manual,First Owner,17,869000,625000
Maruti Swift,Maruti,Swift,2018,69779,Petrol,Automatic,First Owner,22,591000,600000
Hyundai Grand i10,Hyundai,Grand i10,2017,56290,Diesel,Manual,First Owner,24,707000,450000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,7500,Diesel,Automatic,First Owner,17,624000,5400000
BMW X4 M Sport X xDrive20d,BMW,X4 M Sport X xDrive20d,2019,8500,Diesel,Automatic,First Owner,17,624000,5500000
Honda Amaze,Honda,Amaze,2019,7032,Petrol,Automatic,First Owner,19,634000,779000
Skoda Rapid,Skoda,Rapid,2016,11000,Petrol,Automatic,First Owner,14,156000,645000
Volvo V40 D3,Volvo,V40 D3,2018,2000,Diesel,Automatic,First Owner,17,277000,2475000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,120000,Diesel,Manual,Second Owner,23,690000,420000
Maruti S-Cross,Maruti,S-Cross,2018,35000,Diesel,Manual,First Owner,25,880000,899000
Datsun GO,Datsun,GO,2019,35000,Petrol,Manual,First Owner,20,412000,459999
Renault KWID,Renault,KWID,2017,25000,Petrol,Manual,First Owner,23,449000,350000
Toyota Etios,Toyota,Etios,2015,100000,Diesel,Manual,Second Owner,24,869000,509999
Mahindra Bolero,Mahindra,Bolero,2013,120000,Diesel,Manual,Third Owner,16,920000,500000
Tata Zest,Tata,Zest,2017,35000,Petrol,Manual,First Owner,18,877000,370000
Maruti Alto 800,Maruti,Alto 800,2013,44000,Petrol,Manual,Second Owner,21,503000,240000
Hyundai i20 Asta,Hyundai,i20 Asta,2015,100000,Diesel,Manual,Second Owner,23,875000,530000
Mahindra Scorpio,Mahindra,Scorpio,2015,133000,Diesel,Manual,Second Owner,15,133000,1000000
Toyota Innova Crysta,Toyota,Innova Crysta,2018,35000,Diesel,Manual,Second Owner,14,178600,1600000
Hyundai i10,Hyundai,i10,2014,64000,Petrol,Manual,First Owner,20,707000,350000
Mahindra XUV 500,Mahindra,XUV 500,2015,70000,Diesel,Automatic,First Owner,16,149500,1100000
Hyundai i20,Hyundai,i20,2011,70000,Petrol,Manual,First Owner,19,698000,220000
Hyundai Grand i10,Hyundai,Grand i10,2015,100000,Petrol,Manual,First Owner,19,707000,350000
Maruti Swift,Maruti,Swift,2013,90000,Diesel,Manual,Second Owner,23,591000,370000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,50000,Petrol,Manual,First Owner,18,690000,220000
Chevrolet Sail,Chevrolet,Sail,2013,80000,Diesel,Manual,First Owner,22,530000,200000
Mahindra KUV 100,Mahindra,KUV 100,2017,50000,Diesel,Manual,First Owner,25,615000,400000
Fiat Grande Punto,Fiat,Grande Punto,2009,55000,Petrol,Manual,First Owner,15,504000,150000
Toyota Innova Crysta,Toyota,Innova Crysta,2020,40000,Petrol,Automatic,First Owner,11,178600,1500000
Maruti Omni,Maruti,Omni,2011,70000,Petrol,Manual,Second Owner,14,261000,130000
Maruti Alto 800,Maruti,Alto 800,2013,80000,Petrol,Manual,Second Owner,23,503000,185000
Mahindra Bolero,Mahindra,Bolero,2012,120000,Diesel,Manual,First Owner,16,920000,450000
Hyundai Grand i10,Hyundai,Grand i10,2018,20000,Petrol,Manual,Second Owner,19,707000,500000
Ford EcoSport,Ford,EcoSport,2017,31596,Petrol,Manual,First Owner,17,961000,570000
Mahindra XUV 500,Mahindra,XUV 500,2013,85710,Diesel,Manual,First Owner,15,149500,650000
Toyota Fortuner,Toyota,Fortuner,2012,129627,Diesel,Manual,First Owner,12,541000,1680000
Datsun RediGO,Datsun,RediGO,2018,10000,Petrol,Manual,First Owner,23,383000,250000
Hyundai i10,Hyundai,i10,2014,15000,Petrol,Manual,First Owner,20,707000,320000
Maruti Wagon R,Maruti,Wagon R,2017,35000,Petrol,Automatic,First Owner,21,690000,440000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2013,49000,Petrol,Manual,Second Owner,19,780000,315000
Tata Manza,Tata,Manza,2010,158000,Diesel,Manual,First Owner,19,768000,202999
Hyundai EON,Hyundai,EON,2012,30000,Petrol,Manual,Second Owner,21,450000,179000
Mahindra Bolero,Mahindra,Bolero,2011,60000,Diesel,Manual,Second Owner,14,920000,440000
Ford Figo,Ford,Figo,2011,55130,Diesel,Manual,Second Owner,20,690000,250000
Maruti Wagon R,Maruti,Wagon R,2014,22000,Petrol,Manual,First Owner,21,690000,330000
Ford Figo,Ford,Figo,2010,48000,Petrol,Manual,First Owner,16,690000,250000
Hyundai i20 Magna,Hyundai,i20 Magna,2012,45000,Petrol,Manual,First Owner,19,698000,335000
Mahindra XUV 500,Mahindra,XUV 500,2016,22522,Diesel,Manual,First Owner,16,149500,1025000
Hyundai i20,Hyundai,i20,2012,51856,Petrol,Manual,Third Owner,19,698000,320000
Maruti Ciaz,Maruti,Ciaz,2015,29434,Petrol,Manual,First Owner,21,887000,550000
Honda Mobilio,Honda,Mobilio,2018,25000,Diesel,Manual,First Owner,26,729000,800000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2017,28000,Petrol,Manual,Second Owner,24,693000,380000
Renault Duster,Renault,Duster,2013,44500,Diesel,Manual,Second Owner,20,101900,400000
Maruti Wagon R,Maruti,Wagon R,2016,34500,Petrol,Manual,First Owner,21,690000,375000
Honda City,Honda,City,2017,20000,Petrol,Automatic,First Owner,18,113800,1100000
Hyundai i20,Hyundai,i20,2018,15000,Petrol,Manual,First Owner,19,698000,650000
Nissan Micra,Nissan,Micra,2014,26000,Petrol,Automatic,First Owner,19,778000,361000
Hyundai EON,Hyundai,EON,2012,20000,Petrol,Manual,First Owner,21,450000,140000
Hyundai Xcent,Hyundai,Xcent,2019,3000,Petrol,Manual,First Owner,20,685000,550000
Honda Amaze,Honda,Amaze,2019,20000,Petrol,Manual,First Owner,20,634000,670000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2017,25000,Diesel,Manual,First Owner,24,784000,880000
Ford EcoSport,Ford,EcoSport,2018,35000,Diesel,Manual,First Owner,23,961000,950000
Honda City,Honda,City,2017,6825,Petrol,Automatic,First Owner,18,113800,1150000
Maruti Eeco,Maruti,Eeco,2018,50000,CNG,Manual,First Owner,22,535000,375000
Maruti Ertiga,Maruti,Ertiga,2016,13500,Petrol,Manual,First Owner,18,969000,600000
Hyundai Xcent,Hyundai,Xcent,2018,65000,Diesel,Manual,First Owner,25,685000,600000
Mahindra Xylo,Mahindra,Xylo,2014,95000,Diesel,Manual,Second Owner,14,998000,630000
Maruti Ciaz,Maruti,Ciaz,2016,40000,Petrol,Manual,Second Owner,21,887000,590000
Hyundai Santro,Hyundai,Santro,2019,30000,Petrol,Manual,First Owner,20,486000,420000
Tata New Safari DICOR,Tata,New Safari DICOR,2013,112011,Diesel,Manual,First Owner,14,993000,541000
Toyota Innova,Toyota,Innova,2015,125000,Diesel,Manual,First Owner,13,186300,900000
Toyota Innova,Toyota,Innova,2015,125000,Diesel,Manual,First Owner,13,186300,900000
Tata Manza,Tata,Manza,2009,43000,Diesel,Manual,First Owner,19,768000,250000
Mahindra Bolero,Mahindra,Bolero,2019,53534,Diesel,Manual,First Owner,16,920000,670000
Tata Tigor,Tata,Tigor,2019,20000,Petrol,Manual,First Owner,20,582000,530000
Chevrolet Beat,Chevrolet,Beat,2012,70000,Diesel,Manual,Second Owner,25,396000,150000
Mahindra XUV 500,Mahindra,XUV 500,2013,70000,Diesel,Manual,Third Owner,15,149500,550000
Mahindra Scorpio,Mahindra,Scorpio,2015,150000,Diesel,Manual,First Owner,15,133000,650000
Tata Indica Vista,Tata,Indica Vista,2012,100000,Diesel,Manual,Second Owner,19,611000,180000
Mahindra Thar,Mahindra,Thar,2015,50000,Diesel,Manual,First Owner,17,131700,585000
Hyundai i20 Magna,Hyundai,i20 Magna,2013,120000,Petrol,Manual,Second Owner,19,698000,345000
Maruti Swift,Maruti,Swift,2013,110000,Diesel,Manual,Third Owner,23,591000,350000
Honda Brio,Honda,Brio,2016,140000,Petrol,Manual,First Owner,15,566000,725000
Renault KWID,Renault,KWID,2017,16500,Petrol,Manual,Second Owner,23,449000,325000
Maruti Alto 800,Maruti,Alto 800,2016,9900,Petrol,Manual,First Owner,24,503000,350000
Maruti Alto 800,Maruti,Alto 800,2012,80000,Petrol,Manual,Third Owner,20,503000,180000
Fiat Linea,Fiat,Linea,2010,100000,Petrol,Manual,Second Owner,16,108200,150000
Maruti Swift Dzire,Maruti,Swift Dzire,2020,20000,Petrol,Manual,First Owner,23,690000,700000
Maruti Ciaz,Maruti,Ciaz,2016,90000,Diesel,Manual,First Owner,28,887000,795000
Mahindra Thar,Mahindra,Thar,2019,15000,Diesel,Manual,First Owner,17,131700,950000
Volkswagen Vento,Volkswagen,Vento,2018,75000,Diesel,Automatic,First Owner,22,116600,885000
Maruti Ritz,Maruti,Ritz,2011,140000,Diesel,Manual,First Owner,21,525000,160000
Hyundai i20,Hyundai,i20,2012,120000,Diesel,Manual,Second Owner,23,698000,300000
Volkswagen Vento,Volkswagen,Vento,2018,75000,Diesel,Automatic,First Owner,22,116600,950000
Maruti Ertiga,Maruti,Ertiga,2015,90000,Diesel,Manual,First Owner,21,969000,549000
Audi A3,Audi,A3,2018,20000,Diesel,Automatic,First Owner,20,292100,3000000
Toyota Innova,Toyota,Innova,2015,61000,Diesel,Manual,First Owner,13,186300,1200000
Mahindra Thar,Mahindra,Thar,2017,60000,Diesel,Manual,Second Owner,17,131700,800000
Hyundai Verna,Hyundai,Verna,2009,100000,Diesel,Manual,First Owner,18,932000,375000
Mahindra Bolero,Mahindra,Bolero,2009,170000,Diesel,Manual,Third Owner,14,920000,300000
Toyota Etios,Toyota,Etios,2013,100000,Petrol,Manual,Second Owner,17,869000,350000
Mahindra Bolero,Mahindra,Bolero,2011,120000,Diesel,Manual,Second Owner,14,920000,400000
Volkswagen Polo,Volkswagen,Polo,2015,50000,Diesel,Manual,First Owner,20,645000,434999
Maruti Alto 800,Maruti,Alto 800,2015,25000,Petrol,Manual,First Owner,23,503000,260000
Maruti Swift,Maruti,Swift,2013,24019,Diesel,Manual,First Owner,23,591000,450000
Hyundai Verna,Hyundai,Verna,2013,80000,Diesel,Manual,Second Owner,22,932000,459999
Maruti Ritz,Maruti,Ritz,2011,100000,Diesel,Manual,Second Owner,21,525000,210000
Maruti Swift Dzire,Maruti,Swift Dzire,2015,93000,Petrol,Manual,Second Owner,21,690000,540000
Maruti Ertiga,Maruti,Ertiga,2017,50000,Diesel,Manual,First Owner,25,969000,710000
Maruti Alto 800,Maruti,Alto 800,2018,22000,Petrol,Manual,First Owner,25,503000,285000
Hyundai Creta,Hyundai,Creta,2019,19600,Diesel,Manual,First Owner,22,102800,990000
Tata Indigo,Tata,Indigo,2017,104000,Petrol,Manual,First Owner,16,566000,362000
Ford EcoSport,Ford,EcoSport,2017,33000,Diesel,Manual,First Owner,23,961000,880000
Mahindra TUV 300,Mahindra,TUV 300,2017,60000,Diesel,Manual,First Owner,18,859000,700000
Mahindra Bolero,Mahindra,Bolero,2016,60000,Diesel,Manual,First Owner,16,920000,600000
Nissan Terrano,Nissan,Terrano,2015,40000,Petrol,Manual,First Owner,13,122400,700000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2016,60000,Diesel,Manual,First Owner,27,693000,400000
Hyundai Accent,Hyundai,Accent,2010,80000,CNG,Manual,First Owner,13,586000,165000
Maruti Ertiga,Maruti,Ertiga,2014,80000,Petrol,Manual,Third Owner,16,969000,425000
Hyundai Santro Xing,Hyundai,Santro Xing,2012,70000,Petrol,Manual,First Owner,18,447000,180000
Maruti Alto 800,Maruti,Alto 800,2012,90000,Petrol,Manual,Third Owner,21,503000,170000
Mahindra Bolero,Mahindra,Bolero,2014,183000,Diesel,Manual,First Owner,16,920000,370000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2018,27000,Diesel,Manual,First Owner,24,784000,800000
Ford EcoSport,Ford,EcoSport,2017,35000,Diesel,Manual,First Owner,23,961000,900000
Maruti Swift,Maruti,Swift,2013,120000,Diesel,Manual,First Owner,23,591000,390000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,80000,Diesel,Manual,Second Owner,23,690000,445000
Maruti Swift Dzire,Maruti,Swift Dzire,2014,70000,Diesel,Manual,Fourth & Above Owner,23,690000,459999
Maruti Wagon R,Maruti,Wagon R,2013,55000,CNG,Manual,First Owner,14,690000,275000
Maruti Ritz,Maruti,Ritz,2009,120000,Diesel,Manual,Second Owner,21,525000,200000
Maruti Swift Dzire,Maruti,Swift Dzire,2012,72000,Petrol,Manual,Second Owner,18,690000,350000
Toyota Etios,Toyota,Etios,2014,250000,Diesel,Manual,First Owner,24,869000,550000
Chevrolet Tavera,Chevrolet,Tavera,2016,100000,Diesel,Manual,First Owner,14,118300,900000
Tata Sumo,Tata,Sumo,2013,120000,Diesel,Manual,Second Owner,15,597000,350000
Nissan Micra,Nissan,Micra,2015,50000,Petrol,Automatic,First Owner,19,778000,325000
Hyundai Grand i10,Hyundai,Grand i10,2014,32000,Petrol,Manual,First Owner,19,707000,455999
Maruti Alto 800,Maruti,Alto 800,2017,40000,Petrol,Manual,First Owner,25,503000,254000
Ford Ecosport,Ford,Ecosport,2014,48000,Diesel,Manual,First Owner,22,961000,570000
Nissan Terrano,Nissan,Terrano,2018,30000,Diesel,Manual,First Owner,20,122400,840000
Tata New Safari DICOR,Tata,New Safari DICOR,2010,100000,Diesel,Manual,Second Owner,14,993000,235000
Mahindra TUV 300,Mahindra,TUV 300,2016,50000,Diesel,Manual,First Owner,18,859000,700000
Hyundai Grand i10,Hyundai,Grand i10,2018,5000,Petrol,Manual,First Owner,19,707000,528000
Jeep Compass,Jeep,Compass,2017,12000,Diesel,Manual,First Owner,17,295900,1500000
Mahindra Bolero,Mahindra,Bolero,2016,72000,Diesel,Manual,First Owner,16,920000,560000
Mahindra Bolero,Mahindra,Bolero,2016,70000,Diesel,Manual,First Owner,16,920000,600000
Mahindra XUV 500,Mahindra,XUV 500,2014,70000,Diesel,Manual,Second Owner,15,149500,750000
Maruti Beno,Maruti,Beno,2015,50000,Petrol,Manual,First Owner,21,949000,650000
Volkswagen Polo,Volkswagen,Polo,2012,40000,Petrol,Manual,First Owner,16,645000,310000
Hyundai Xcent,Hyundai,Xcent,2014,30000,Petrol,Manual,First Owner,19,685000,480000
Maruti Alto 800,Maruti,Alto 800,2018,15000,Petrol,Manual,First Owner,25,503000,320000
Honda City,Honda,City,2015,40000,Petrol,Manual,First Owner,17,113800,750000
Nissan Micra,Nissan,Micra,2017,40000,Petrol,Manual,First Owner,19,778000,370000
Maruti Swift,Maruti,Swift,2013,60000,Petrol,Manual,Fourth & Above Owner,19,591000,320000
Maruti Swift,Maruti,Swift,2013,67000,Petrol,Manual,First Owner,19,591000,420000
Maruti Swift Dzire,Maruti,Swift Dzire,2010,60000,Petrol,Manual,Second Owner,18,690000,240000
Datsun RediGO,Datsun,RediGO,2017,60000,Petrol,Manual,First Owner,23,383000,220000
Tata Tiago Revotorq,Tata,Tiago Revotorq,2016,30000,Petrol,Manual,First Owner,24,693000,350000
Honda Amaze,Honda,Amaze,2018,40000,Diesel,Manual,First Owner,26,634000,675000
Toyota Etios,Toyota,Etios,2016,50000,Petrol,Manual,Second Owner,18,869000,434999
Mahindra KUV 100,Mahindra,KUV 100,2016,14000,Petrol,Manual,Second Owner,18,615000,400000
Chevrolet Tavera,Chevrolet,Tavera,2015,70000,Diesel,Manual,First Owner,14,118300,425000
Maruti Ritz,Maruti,Ritz,2010,94000,Diesel,Manual,Second Owner,21,525000,311000
Chevrolet Tavera,Chevrolet,Tavera,2015,197000,Diesel,Manual,First Owner,14,118300,509999
Ford Figo,Ford,Figo,2015,79000,Diesel,Manual,Second Owner,26,690000,530000
Maruti Wagon R,Maruti,Wagon R,2018,20000,Petrol,Manual,First Owner,21,690000,440000
Maruti Wagon R,Maruti,Wagon R,2018,17000,Petrol,Manual,First Owner,21,690000,440000
Hyundai i20,Hyundai,i20,2018,20000,Petrol,Manual,First Owner,19,698000,655000
Renault KWID,Renault,KWID,2016,60000,Petrol,Manual,First Owner,25,449000,295000
Hyundai i20,Hyundai,i20,2018,20000,Petrol,Manual,First Owner,19,698000,655000
Tata Hexa,Tata,Hexa,2017,150000,Diesel,Manual,First Owner,18,136900,1200000
Tata Hexa,Tata,Hexa,2017,35000,Diesel,Manual,First Owner,18,136900,1251000
Tata Indigo,Tata,Indigo,2010,60000,Diesel,Manual,First Owner,23,566000,200000
Hyundai i20 Active,Hyundai,i20 Active,2016,40000,Diesel,Manual,First Owner,21,713000,750000
Maruti Wagon R,Maruti,Wagon R,2018,60000,CNG,Manual,First Owner,27,690000,400000
Honda Amaze,Honda,Amaze,2017,57000,Petrol,Manual,First Owner,18,634000,475000
Tata Indigo,Tata,Indigo,2012,120000,Diesel,Manual,Second Owner,18,566000,110000
Renault KWID,Renault,KWID,2017,30000,Petrol,Manual,First Owner,23,449000,350000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,175000,Diesel,Manual,First Owner,23,690000,450000
Tata Indigo,Tata,Indigo,2010,90000,Diesel,Manual,First Owner,17,566000,150000
Tata Indica,Tata,Indica,2009,110000,Diesel,Manual,Second Owner,17,469000,80000
Hyundai i20 Magna,Hyundai,i20 Magna,2015,35000,Petrol,Manual,Second Owner,19,698000,430000
Toyota Innova Crysta,Toyota,Innova Crysta,2017,81000,Diesel,Manual,First Owner,14,178600,1450000
Tata Hexa,Tata,Hexa,2017,60000,Diesel,Automatic,First Owner,18,136900,1445000
Honda City,Honda,City,2016,60000,Diesel,Manual,First Owner,26,113800,670000
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,2016,70000,Petrol,Automatic,First Owner,14,481000,2000000
Honda Amaze,Honda,Amaze,2015,50000,Diesel,Manual,First Owner,26,634000,440000
Hyundai i20,Hyundai,i20,2012,90000,Diesel,Manual,First Owner,23,698000,254999
Datsun GO,Datsun,GO,2018,65000,Petrol,Manual,First Owner,19,412000,530000
Mahindra XUV 500,Mahindra,XUV 500,2016,40000,Diesel,Manual,Second Owner,16,149500,890000
Volkswagen Polo,Volkswagen,Polo,2013,80000,Diesel,Manual,Second Owner,22,645000,280000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,35000,Petrol,Automatic,First Owner,21,690000,725000
Mahindra TUV 300,Mahindra,TUV 300,2016,30000,Diesel,Manual,First Owner,18,859000,700000
Hyundai i10,Hyundai,i10,2015,100000,Petrol,Manual,Second Owner,20,707000,287000
Hyundai Creta,Hyundai,Creta,2018,55000,Petrol,Automatic,First Owner,15,102800,1380000
Toyota Innova,Toyota,Innova,2013,80000,Diesel,Manual,Second Owner,13,186300,750000
Hyundai Verna,Hyundai,Verna,2016,40000,Petrol,Manual,First Owner,17,932000,650000
Maruti Wagon R,Maruti,Wagon R,2013,108916,Petrol,Manual,Second Owner,21,690000,240000
Hyundai EON,Hyundai,EON,2013,40000,Petrol,Manual,Second Owner,21,450000,290000
Hyundai EON,Hyundai,EON,2014,80000,Petrol,Manual,First Owner,21,450000,229999
Honda City,Honda,City,2016,50000,Diesel,Manual,Second Owner,26,113800,1000000
Hyundai Santro Xing,Hyundai,Santro Xing,2012,90000,Petrol,Manual,Second Owner,18,447000,200000
Hyundai i20,Hyundai,i20,2012,90000,Diesel,Manual,First Owner,23,698000,330000
Maruti Ritz,Maruti,Ritz,2009,70000,Diesel,Manual,First Owner,21,525000,200000
Mahindra KUV 100,Mahindra,KUV 100,2018,31000,Diesel,Manual,First Owner,25,615000,420000
Maruti Swift Dzire,Maruti,Swift Dzire,2009,120000,Diesel,Manual,Second Owner,19,690000,260000
Hyundai i20 Sportz,Hyundai,i20 Sportz,2016,40000,Petrol,Manual,First Owner,19,780000,590000
Maruti Swift,Maruti,Swift,2015,180000,Diesel,Manual,First Owner,25,591000,545000
Maruti Wagon R,Maruti,Wagon R,2011,90000,Petrol,Manual,Second Owner,19,690000,210000
Hyundai EON,Hyundai,EON,2014,60000,Petrol,Manual,Second Owner,21,450000,280000
Tata Indica Vista,Tata,Indica Vista,2009,190000,Diesel,Manual,First Owner,17,611000,100000
Mahindra Verito,Mahindra,Verito,2013,180000,Diesel,Manual,First Owner,21,101500,250000
Toyota Fortuner,Toyota,Fortuner,2010,150000,Diesel,Manual,Second Owner,12,541000,750000
Hyundai Verna,Hyundai,Verna,2013,120000,Diesel,Automatic,Second Owner,22,932000,509999
Tata Indica,Tata,Indica,2009,80000,Diesel,Manual,Second Owner,18,469000,95000
Hyundai Verna,Hyundai,Verna,2014,80000,Diesel,Manual,Second Owner,22,932000,525000
Datsun RediGO,Datsun,RediGO,2017,20000,Petrol,Manual,First Owner,23,383000,278000
Volkswagen Polo,Volkswagen,Polo,2011,120000,Diesel,Manual,Third Owner,22,645000,254999
Maruti Swift Dzire,Maruti,Swift Dzire,2019,10000,Petrol,Manual,First Owner,21,690000,675000
Maruti Swift Dzire,Maruti,Swift Dzire,2016,147000,Diesel,Manual,Second Owner,27,690000,600000
Maruti S-Cross,Maruti,S-Cross,2018,51000,Diesel,Manual,First Owner,25,880000,950000
Toyota Innova,Toyota,Innova,2009,220000,Diesel,Manual,First Owner,13,186300,600000
Maruti Alto 800,Maruti,Alto 800,2017,20000,Petrol,Manual,First Owner,25,503000,330000
Maruti Alto 800,Maruti,Alto 800,2017,40000,Petrol,Manual,First Owner,24,503000,350000
Volkswagen Polo,Volkswagen,Polo,2016,35000,Petrol,Manual,First Owner,16,645000,560000
Maruti Wagon R,Maruti,Wagon R,2017,30000,Petrol,Manual,First Owner,21,690000,440000
Maruti A-Star,Maruti,A-Star,2011,90000,Petrol,Manual,Second Owner,19,488000,220000
Maruti Swift Dzire,Maruti,Swift Dzire,2017,110000,Diesel,Manual,Second Owner,28,690000,750000
Mahindra XUV 500,Mahindra,XUV 500,2015,140000,Diesel,Manual,First Owner,15,149500,800000
Maruti Beno,Maruti,Beno,2018,9000,Petrol,Automatic,First Owner,21,949000,740000
Maruti Ignis,Maruti,Ignis,2019,19000,Petrol,Automatic,Second Owner,21,525000,570000
Maruti Wagon R,Maruti,Wagon R,2017,20000,Petrol,Automatic,First Owner,21,690000,430000
Maruti Vitara Brezza,Maruti,Vitara Brezza,2016,70000,Diesel,Manual,First Owner,24,784000,800000
